,tokens,benchmark,metric_type,score,tpr
7318,2009333760.0,mmlu-high_school_physics,acc_norm,0.1986754966887417,20.0
7319,2009333760.0,mmlu-high_school_physics,acc_norm_stderr,0.032578473844367746,20.0
7320,2009333760.0,mmlu-high_school_physics,acc_stderr,0.032578473844367746,20.0
7322,2009333760.0,mmlu-high_school_psychology,acc,0.28440366972477066,20.0
7323,2009333760.0,mmlu-high_school_psychology,acc_norm,0.28440366972477066,20.0
7324,2009333760.0,mmlu-high_school_psychology,acc_norm_stderr,0.0193420365877026,20.0
7325,2009333760.0,mmlu-high_school_psychology,acc_stderr,0.0193420365877026,20.0
7327,2009333760.0,mmlu-high_school_statistics,acc,0.2638888888888889,20.0
7328,2009333760.0,mmlu-high_school_statistics,acc_norm,0.2638888888888889,20.0
7329,2009333760.0,mmlu-high_school_statistics,acc_norm_stderr,0.03005820270430985,20.0
7330,2009333760.0,mmlu-high_school_statistics,acc_stderr,0.03005820270430985,20.0
7332,2009333760.0,mmlu-high_school_us_history,acc,0.25,20.0
7333,2009333760.0,mmlu-high_school_us_history,acc_norm,0.25,20.0
7334,2009333760.0,mmlu-high_school_us_history,acc_norm_stderr,0.03039153369274154,20.0
7335,2009333760.0,mmlu-high_school_us_history,acc_stderr,0.03039153369274154,20.0
7337,2009333760.0,mmlu-high_school_world_history,acc,0.26582278481012656,20.0
7338,2009333760.0,mmlu-high_school_world_history,acc_norm,0.26582278481012656,20.0
7339,2009333760.0,mmlu-high_school_world_history,acc_norm_stderr,0.028756799629658335,20.0
7340,2009333760.0,mmlu-high_school_world_history,acc_stderr,0.028756799629658335,20.0
7342,2009333760.0,mmlu-human_aging,acc,0.3452914798206278,20.0
7343,2009333760.0,mmlu-human_aging,acc_norm,0.3452914798206278,20.0
7344,2009333760.0,mmlu-human_aging,acc_norm_stderr,0.03191100192835794,20.0
7345,2009333760.0,mmlu-human_aging,acc_stderr,0.03191100192835794,20.0
7347,2009333760.0,mmlu-human_sexuality,acc,0.2824427480916031,20.0
7348,2009333760.0,mmlu-human_sexuality,acc_norm,0.2824427480916031,20.0
7349,2009333760.0,mmlu-human_sexuality,acc_norm_stderr,0.03948406125768361,20.0
7350,2009333760.0,mmlu-human_sexuality,acc_stderr,0.03948406125768361,20.0
7352,2009333760.0,mmlu-international_law,acc,0.35537190082644626,20.0
7353,2009333760.0,mmlu-international_law,acc_norm,0.35537190082644626,20.0
7354,2009333760.0,mmlu-international_law,acc_norm_stderr,0.04369236326573981,20.0
7355,2009333760.0,mmlu-international_law,acc_stderr,0.04369236326573981,20.0
7357,2009333760.0,mmlu-jurisprudence,acc,0.25925925925925924,20.0
7358,2009333760.0,mmlu-jurisprudence,acc_norm,0.25925925925925924,20.0
7359,2009333760.0,mmlu-jurisprudence,acc_norm_stderr,0.042365112580946315,20.0
7360,2009333760.0,mmlu-jurisprudence,acc_stderr,0.042365112580946315,20.0
7362,2009333760.0,mmlu-logical_fallacies,acc,0.24539877300613497,20.0
7363,2009333760.0,mmlu-logical_fallacies,acc_norm,0.24539877300613497,20.0
7364,2009333760.0,mmlu-logical_fallacies,acc_norm_stderr,0.03380939813943354,20.0
7365,2009333760.0,mmlu-logical_fallacies,acc_stderr,0.03380939813943354,20.0
7367,2009333760.0,mmlu-machine_learning,acc,0.25,20.0
7368,2009333760.0,mmlu-machine_learning,acc_norm,0.25,20.0
7369,2009333760.0,mmlu-machine_learning,acc_norm_stderr,0.04109974682633932,20.0
7370,2009333760.0,mmlu-machine_learning,acc_stderr,0.04109974682633932,20.0
7372,2009333760.0,mmlu-management,acc,0.3300970873786408,20.0
7373,2009333760.0,mmlu-management,acc_norm,0.3300970873786408,20.0
7374,2009333760.0,mmlu-management,acc_norm_stderr,0.0465614711001235,20.0
7375,2009333760.0,mmlu-management,acc_stderr,0.0465614711001235,20.0
7377,2009333760.0,mmlu-marketing,acc,0.2307692307692308,20.0
7378,2009333760.0,mmlu-marketing,acc_norm,0.2307692307692308,20.0
7379,2009333760.0,mmlu-marketing,acc_norm_stderr,0.027601921381417576,20.0
7380,2009333760.0,mmlu-marketing,acc_stderr,0.027601921381417576,20.0
7382,2009333760.0,mmlu-medical_genetics,acc,0.26,20.0
7383,2009333760.0,mmlu-medical_genetics,acc_norm,0.26,20.0
7384,2009333760.0,mmlu-medical_genetics,acc_norm_stderr,0.04408440022768079,20.0
7385,2009333760.0,mmlu-medical_genetics,acc_stderr,0.04408440022768079,20.0
7387,2009333760.0,mmlu-miscellaneous,acc,0.2554278416347382,20.0
7388,2009333760.0,mmlu-miscellaneous,acc_norm,0.2554278416347382,20.0
7389,2009333760.0,mmlu-miscellaneous,acc_norm_stderr,0.015594955384455768,20.0
7390,2009333760.0,mmlu-miscellaneous,acc_stderr,0.015594955384455768,20.0
7392,2009333760.0,mmlu-moral_disputes,acc,0.25722543352601157,20.0
7393,2009333760.0,mmlu-moral_disputes,acc_norm,0.25722543352601157,20.0
7394,2009333760.0,mmlu-moral_disputes,acc_norm_stderr,0.023532925431044276,20.0
7395,2009333760.0,mmlu-moral_disputes,acc_stderr,0.023532925431044276,20.0
7397,2009333760.0,mmlu-moral_scenarios,acc,0.2581005586592179,20.0
7398,2009333760.0,mmlu-moral_scenarios,acc_norm,0.2581005586592179,20.0
7399,2009333760.0,mmlu-moral_scenarios,acc_norm_stderr,0.014635185616527824,20.0
7400,2009333760.0,mmlu-moral_scenarios,acc_stderr,0.014635185616527824,20.0
7402,2009333760.0,mmlu-nutrition,acc,0.27124183006535946,20.0
7403,2009333760.0,mmlu-nutrition,acc_norm,0.27124183006535946,20.0
7404,2009333760.0,mmlu-nutrition,acc_norm_stderr,0.025457756696667867,20.0
7405,2009333760.0,mmlu-nutrition,acc_stderr,0.025457756696667867,20.0
7407,2009333760.0,mmlu-philosophy,acc,0.26688102893890675,20.0
7408,2009333760.0,mmlu-philosophy,acc_norm,0.26688102893890675,20.0
7409,2009333760.0,mmlu-philosophy,acc_norm_stderr,0.02512263760881663,20.0
7410,2009333760.0,mmlu-philosophy,acc_stderr,0.02512263760881663,20.0
7412,2009333760.0,mmlu-prehistory,acc,0.2808641975308642,20.0
7413,2009333760.0,mmlu-prehistory,acc_norm,0.2808641975308642,20.0
7414,2009333760.0,mmlu-prehistory,acc_norm_stderr,0.02500646975579921,20.0
7415,2009333760.0,mmlu-prehistory,acc_stderr,0.02500646975579921,20.0
7417,2009333760.0,mmlu-professional_accounting,acc,0.2304964539007092,20.0
7418,2009333760.0,mmlu-professional_accounting,acc_norm,0.2304964539007092,20.0
7419,2009333760.0,mmlu-professional_accounting,acc_norm_stderr,0.025123739226872405,20.0
7420,2009333760.0,mmlu-professional_accounting,acc_stderr,0.025123739226872405,20.0
7422,2009333760.0,mmlu-professional_law,acc,0.25097783572359844,20.0
7423,2009333760.0,mmlu-professional_law,acc_norm,0.25097783572359844,20.0
7424,2009333760.0,mmlu-professional_law,acc_norm_stderr,0.011073730299187234,20.0
7425,2009333760.0,mmlu-professional_law,acc_stderr,0.011073730299187234,20.0
7427,2009333760.0,mmlu-professional_medicine,acc,0.29411764705882354,20.0
7428,2009333760.0,mmlu-professional_medicine,acc_norm,0.29411764705882354,20.0
7429,2009333760.0,mmlu-professional_medicine,acc_norm_stderr,0.02767846864214471,20.0
7430,2009333760.0,mmlu-professional_medicine,acc_stderr,0.02767846864214471,20.0
7432,2009333760.0,mmlu-professional_psychology,acc,0.2107843137254902,20.0
7433,2009333760.0,mmlu-professional_psychology,acc_norm,0.2107843137254902,20.0
7434,2009333760.0,mmlu-professional_psychology,acc_norm_stderr,0.016500472979024794,20.0
7435,2009333760.0,mmlu-professional_psychology,acc_stderr,0.016500472979024794,20.0
7437,2009333760.0,mmlu-public_relations,acc,0.3,20.0
7438,2009333760.0,mmlu-public_relations,acc_norm,0.3,20.0
7439,2009333760.0,mmlu-public_relations,acc_norm_stderr,0.04389311454644286,20.0
7440,2009333760.0,mmlu-public_relations,acc_stderr,0.04389311454644286,20.0
7442,2009333760.0,mmlu-security_studies,acc,0.2816326530612245,20.0
7443,2009333760.0,mmlu-security_studies,acc_norm,0.2816326530612245,20.0
7444,2009333760.0,mmlu-security_studies,acc_norm_stderr,0.02879518557429128,20.0
7445,2009333760.0,mmlu-security_studies,acc_stderr,0.02879518557429128,20.0
7447,2009333760.0,mmlu-sociology,acc,0.25870646766169153,20.0
7448,2009333760.0,mmlu-sociology,acc_norm,0.25870646766169153,20.0
7449,2009333760.0,mmlu-sociology,acc_norm_stderr,0.030965903123573037,20.0
7450,2009333760.0,mmlu-sociology,acc_stderr,0.030965903123573037,20.0
7452,2009333760.0,mmlu-us_foreign_policy,acc,0.21,20.0
7453,2009333760.0,mmlu-us_foreign_policy,acc_norm,0.21,20.0
7454,2009333760.0,mmlu-us_foreign_policy,acc_norm_stderr,0.04093601807403326,20.0
7455,2009333760.0,mmlu-us_foreign_policy,acc_stderr,0.04093601807403326,20.0
7457,2009333760.0,mmlu-virology,acc,0.24096385542168677,20.0
7458,2009333760.0,mmlu-virology,acc_norm,0.24096385542168677,20.0
7459,2009333760.0,mmlu-virology,acc_norm_stderr,0.03329394119073532,20.0
7460,2009333760.0,mmlu-virology,acc_stderr,0.03329394119073532,20.0
7462,2009333760.0,mmlu-world_religions,acc,0.2982456140350877,20.0
7463,2009333760.0,mmlu-world_religions,acc_norm,0.2982456140350877,20.0
7464,2009333760.0,mmlu-world_religions,acc_norm_stderr,0.03508771929824563,20.0
7465,2009333760.0,mmlu-world_religions,acc_stderr,0.03508771929824563,20.0
7467,2009333760.0,mmlu,acc,0.26494987915658147,20.0
7468,2009333760.0,mmlu,acc_norm,0.26494987915658147,20.0
7469,2009333760.0,mmlu,acc_norm_stderr,0.003701445035482208,20.0
7470,2009333760.0,mmlu,acc_stderr,0.003701445035482208,20.0
7472,2009333760.0,piqa,acc,0.5973884657236126,20.0
7473,2009333760.0,piqa,acc_norm,0.5816104461371056,20.0
7474,2009333760.0,piqa,acc_norm_stderr,0.011509380214588208,20.0
7475,2009333760.0,piqa,acc_stderr,0.011442395233488696,20.0
7477,2009333760.0,piqa,brier,0.7075942192141382,20.0
7478,2009333760.0,piqa,brier_stderr,0.02010143333987981,20.0
7479,2009333760.0,piqa,loglikelihood,-89.77371051858896,20.0
7480,2009333760.0,piqa,loglikelihood_stderr,1.897289990359046,20.0
7481,2009333760.0,piqa,neg_loglikelihood_norm,1.036632621760566,20.0
7482,2009333760.0,sciq,acc,0.646,20.0
7483,2009333760.0,sciq,acc_norm,0.58,20.0
7484,2009333760.0,sciq,acc_norm_stderr,0.015615500115072956,20.0
7485,2009333760.0,sciq,acc_stderr,0.015129868238451772,20.0
7487,2009333760.0,sciq,brier,0.5141727027733776,20.0
7488,2009333760.0,sciq,brier_stderr,0.01988335514976938,20.0
7489,2009333760.0,sciq,loglikelihood,-11.000476572036742,20.0
7490,2009333760.0,sciq,loglikelihood_stderr,0.1374552849737448,20.0
7491,2009333760.0,sciq,neg_loglikelihood_norm,1.2629589813382065,20.0
7493,2009333760.0,triviaqa_1shot,exact_match,0.003093785910015027,20.0
7494,2009333760.0,triviaqa_1shot,exact_match_stderr,0.0005221587763564909,20.0
7495,2009333760.0,triviaqa_1shot,loglikelihood,-16.78171716440918,20.0
7496,2009333760.0,triviaqa_1shot,loglikelihood_stderr,0.11884772649807844,20.0
7498,2009333760.0,webqs_1shot,exact_match,0.0024606299212598425,20.0
7499,2009333760.0,webqs_1shot,exact_match_stderr,0.001099342989334121,20.0
7500,2009333760.0,webqs_1shot,loglikelihood,-18.190793904908528,20.0
7501,2009333760.0,webqs_1shot,loglikelihood_stderr,0.3615747347615826,20.0
7502,2009333760.0,winogrande,acc,0.4988161010260458,20.0
7503,2009333760.0,winogrande,acc_stderr,0.014052446290529015,20.0
7505,2211708928.0,arc_challenge,acc,0.19283276450511944,20.0
7506,2211708928.0,arc_challenge,acc_norm,0.22440273037542663,20.0
7507,2211708928.0,arc_challenge,acc_norm_stderr,0.012191404938603842,20.0
7508,2211708928.0,arc_challenge,acc_stderr,0.01152905546566333,20.0
7510,2211708928.0,arc_challenge,brier,1.342984162292857,20.0
7511,2211708928.0,arc_challenge,brier_stderr,0.019765292795611095,20.0
7512,2211708928.0,arc_challenge,loglikelihood,-27.552622574791567,20.0
7513,2211708928.0,arc_challenge,loglikelihood_stderr,0.3778019317160344,20.0
7514,2211708928.0,arc_challenge,neg_loglikelihood_norm,1.227025863141755,20.0
7515,2211708928.0,arc_easy,acc,0.4132996632996633,20.0
7516,2211708928.0,arc_easy,acc_norm,0.382996632996633,20.0
7517,2211708928.0,arc_easy,acc_norm_stderr,0.009974920384536484,20.0
7518,2211708928.0,arc_easy,acc_stderr,0.010104361780747514,20.0
7520,2211708928.0,arc_easy,brier,0.9012241965130062,20.0
7521,2211708928.0,arc_easy,brier_stderr,0.015234217783325989,20.0
7522,2211708928.0,arc_easy,loglikelihood,-21.53988473864918,20.0
7523,2211708928.0,arc_easy,loglikelihood_stderr,0.22781877490946767,20.0
7524,2211708928.0,arc_easy,neg_loglikelihood_norm,1.2536846598516111,20.0
7525,2211708928.0,c4,accuracy,0.345793217420578,20.0
7526,2211708928.0,c4,bits_per_byte,0,20.0
7527,2211708928.0,c4,cross_entropy_loss,3.7262730598449703,20.0
7528,2211708928.0,c4,loss,3.7262730598449703,20.0
7529,2211708928.0,c4,perplexity,41.96364212036133,20.0
7530,2211708928.0,c4,train_live_targets,465.2462158203125,20.0
7531,2211708928.0,c4,z_loss,149.8472137451172,20.0
7532,2211708928.0,dclm,accuracy,0.3703709542751312,20.0
7533,2211708928.0,dclm,bits_per_byte,0,20.0
7534,2211708928.0,dclm,cross_entropy_loss,3.51031494140625,20.0
7535,2211708928.0,dclm,loss,3.51031494140625,20.0
7536,2211708928.0,dclm,perplexity,33.60440444946289,20.0
7537,2211708928.0,dclm,train_live_targets,1005.5595092773438,20.0
7538,2211708928.0,dclm,z_loss,157.89657592773438,20.0
7539,2211708928.0,fineweb,accuracy,0.34713301062583923,20.0
7540,2211708928.0,fineweb,bits_per_byte,0,20.0
7541,2211708928.0,fineweb,cross_entropy_loss,3.705047607421875,20.0
7542,2211708928.0,fineweb,loss,3.705047607421875,20.0
7543,2211708928.0,fineweb,perplexity,40.9250602722168,20.0
7544,2211708928.0,fineweb,train_live_targets,647.72607421875,20.0
7545,2211708928.0,fineweb,z_loss,151.11402893066406,20.0
7547,2211708928.0,gsm8k_cot_llama,exact_match,0.016679302501895376,20.0
7548,2211708928.0,gsm8k_cot_llama,exact_match_stderr,0.0035275958887224213,20.0
7549,2211708928.0,hellaswag,acc,0.26399123680541725,20.0
7550,2211708928.0,hellaswag,acc_norm,0.27305317665803625,20.0
7551,2211708928.0,hellaswag,acc_norm_stderr,0.004446173999993542,20.0
7552,2211708928.0,hellaswag,acc_stderr,0.004398937225038444,20.0
7554,2211708928.0,hellaswag,brier,1.4249003918665537,20.0
7555,2211708928.0,hellaswag,brier_stderr,0.008584071865848336,20.0
7556,2211708928.0,hellaswag,loglikelihood,-97.97448785151649,20.0
7557,2211708928.0,hellaswag,loglikelihood_stderr,0.49017919551165173,20.0
7558,2211708928.0,hellaswag,neg_loglikelihood_norm,0.7138976841034196,20.0
7560,2211708928.0,humaneval-py,n_assertionerror,13163,20.0
7561,2211708928.0,humaneval-py,n_assertionerror_stderr,,20.0
7562,2211708928.0,humaneval-py,n_exception,11402,20.0
7563,2211708928.0,humaneval-py,n_exception_stderr,,20.0
7564,2211708928.0,humaneval-py,n_invalid_status,0,20.0
7565,2211708928.0,humaneval-py,n_invalid_status_stderr,,20.0
7566,2211708928.0,humaneval-py,n_ok,39,20.0
7567,2211708928.0,humaneval-py,n_ok_stderr,,20.0
7568,2211708928.0,humaneval-py,n_syntaxerror,8114,20.0
7569,2211708928.0,humaneval-py,n_syntaxerror_stderr,,20.0
7570,2211708928.0,humaneval-py,pass@1,0.001189024390243904,20.0
7571,2211708928.0,humaneval-py,pass@128,0.021378291811832553,20.0
7572,2211708928.0,humaneval-py,pass@128_stderr,,20.0
7573,2211708928.0,humaneval-py,pass@16,0.009254095657395992,20.0
7574,2211708928.0,humaneval-py,pass@16_stderr,,20.0
7575,2211708928.0,humaneval-py,pass@1_stderr,,20.0
7576,2211708928.0,humaneval-py,pass@2,0.002232197573232014,20.0
7577,2211708928.0,humaneval-py,pass@2_stderr,,20.0
7578,2211708928.0,humaneval-py,pass@32,0.01242784011652035,20.0
7579,2211708928.0,humaneval-py,pass@32_stderr,,20.0
7580,2211708928.0,humaneval-py,pass@4,0.003961683023526847,20.0
7581,2211708928.0,humaneval-py,pass@4_stderr,,20.0
7582,2211708928.0,humaneval-py,pass@64,0.016565503577218022,20.0
7583,2211708928.0,humaneval-py,pass@64_stderr,,20.0
7584,2211708928.0,humaneval-py,pass@8,0.006413344270589393,20.0
7585,2211708928.0,humaneval-py,pass@8_stderr,,20.0
7586,2211708928.0,lambada_openai,acc,0.23267999223753152,20.0
7587,2211708928.0,lambada_openai,acc_stderr,0.005886807769598469,20.0
7589,2211708928.0,lambada_openai,perplexity,130.6867425168654,20.0
7590,2211708928.0,lambada_openai,perplexity_stderr,5.838072258003002,20.0
7592,2211708928.0,lbpp,n_assertionerror,70,20.0
7593,2211708928.0,lbpp,n_assertionerror_stderr,,20.0
7594,2211708928.0,lbpp,n_exception,2522,20.0
7595,2211708928.0,lbpp,n_exception_stderr,,20.0
7596,2211708928.0,lbpp,n_invalid_status,0,20.0
7597,2211708928.0,lbpp,n_invalid_status_stderr,,20.0
7598,2211708928.0,lbpp,n_ok,0,20.0
7599,2211708928.0,lbpp,n_ok_stderr,,20.0
7600,2211708928.0,lbpp,n_syntaxerror,29608,20.0
7601,2211708928.0,lbpp,n_syntaxerror_stderr,,20.0
7602,2211708928.0,lbpp,pass@1,0,20.0
7603,2211708928.0,lbpp,pass@128,0,20.0
7604,2211708928.0,lbpp,pass@128_stderr,,20.0
7605,2211708928.0,lbpp,pass@16,0,20.0
7606,2211708928.0,lbpp,pass@16_stderr,,20.0
7607,2211708928.0,lbpp,pass@1_stderr,,20.0
7608,2211708928.0,lbpp,pass@2,0,20.0
7609,2211708928.0,lbpp,pass@2_stderr,,20.0
7610,2211708928.0,lbpp,pass@32,0,20.0
7611,2211708928.0,lbpp,pass@32_stderr,,20.0
7612,2211708928.0,lbpp,pass@4,0,20.0
7613,2211708928.0,lbpp,pass@4_stderr,,20.0
7614,2211708928.0,lbpp,pass@64,0,20.0
7615,2211708928.0,lbpp,pass@64_stderr,,20.0
7616,2211708928.0,lbpp,pass@8,0,20.0
7617,2211708928.0,lbpp,pass@8_stderr,,20.0
7619,2211708928.0,math_algebra_cot_minerva,exact_match,0.02611625947767481,20.0
7620,2211708928.0,math_algebra_cot_minerva,exact_match_stderr,0.004630913836201379,20.0
7621,2211708928.0,math_algebra_cot_minerva,sympy_equiv,0.02611625947767481,20.0
7622,2211708928.0,math_algebra_cot_minerva,sympy_equiv_stderr,0.004630913836201379,20.0
7624,2211708928.0,math_counting_and_probability_cot_minerva,exact_match,0.008438818565400843,20.0
7625,2211708928.0,math_counting_and_probability_cot_minerva,exact_match_stderr,0.004206007207713054,20.0
7626,2211708928.0,math_counting_and_probability_cot_minerva,sympy_equiv,0.008438818565400843,20.0
7627,2211708928.0,math_counting_and_probability_cot_minerva,sympy_equiv_stderr,0.004206007207713054,20.0
7629,2211708928.0,math_geometry_cot_minerva,exact_match,0.006263048016701462,20.0
7630,2211708928.0,math_geometry_cot_minerva,exact_match_stderr,0.003608399732887872,20.0
7631,2211708928.0,math_geometry_cot_minerva,sympy_equiv,0.008350730688935281,20.0
7632,2211708928.0,math_geometry_cot_minerva,sympy_equiv_stderr,0.0041622421102958515,20.0
7634,2211708928.0,math_intermediate_algebra_cot_minerva,exact_match,0.0221483942414175,20.0
7635,2211708928.0,math_intermediate_algebra_cot_minerva,exact_match_stderr,0.004900093088615788,20.0
7636,2211708928.0,math_intermediate_algebra_cot_minerva,sympy_equiv,0.0221483942414175,20.0
7637,2211708928.0,math_intermediate_algebra_cot_minerva,sympy_equiv_stderr,0.004900093088615788,20.0
7639,2211708928.0,math_minerva,exact_match,0.014689621494361748,20.0
7640,2211708928.0,math_minerva,exact_match_stderr,0.0018049493061848953,20.0
7641,2211708928.0,math_minerva,sympy_equiv,0.015413520084283636,20.0
7642,2211708928.0,math_minerva,sympy_equiv_stderr,0.0018373198111909304,20.0
7644,2211708928.0,math_number_theory_cot_minerva,exact_match,0.020370370370370372,20.0
7645,2211708928.0,math_number_theory_cot_minerva,exact_match_stderr,0.006084656084656068,20.0
7646,2211708928.0,math_number_theory_cot_minerva,sympy_equiv,0.020370370370370372,20.0
7647,2211708928.0,math_number_theory_cot_minerva,sympy_equiv_stderr,0.006084656084656068,20.0
7649,2211708928.0,math_prealgebra_cot_minerva,exact_match,0.010332950631458096,20.0
7650,2211708928.0,math_prealgebra_cot_minerva,exact_match_stderr,0.0034284443646836623,20.0
7651,2211708928.0,math_prealgebra_cot_minerva,sympy_equiv,0.01148105625717566,20.0
7652,2211708928.0,math_prealgebra_cot_minerva,sympy_equiv_stderr,0.003611800837865832,20.0
7654,2211708928.0,math_precalculus_cot_minerva,exact_match,0.009157509157509158,20.0
7655,2211708928.0,math_precalculus_cot_minerva,exact_match_stderr,0.0040803060650490015,20.0
7656,2211708928.0,math_precalculus_cot_minerva,sympy_equiv,0.01098901098901099,20.0
7657,2211708928.0,math_precalculus_cot_minerva,sympy_equiv_stderr,0.004465618427331416,20.0
7659,2211708928.0,mbpp,n_assertionerror,1361,20.0
7660,2211708928.0,mbpp,n_assertionerror_stderr,,20.0
7661,2211708928.0,mbpp,n_exception,18923,20.0
7662,2211708928.0,mbpp,n_exception_stderr,,20.0
7663,2211708928.0,mbpp,n_invalid_status,0,20.0
7664,2211708928.0,mbpp,n_invalid_status_stderr,,20.0
7665,2211708928.0,mbpp,n_ok,1,20.0
7666,2211708928.0,mbpp,n_ok_stderr,,20.0
7667,2211708928.0,mbpp,n_syntaxerror,79715,20.0
7668,2211708928.0,mbpp,n_syntaxerror_stderr,,20.0
7669,2211708928.0,mbpp,pass@1,1.000000000000001e-05,20.0
7670,2211708928.0,mbpp,pass@128,0.00128,20.0
7671,2211708928.0,mbpp,pass@128_stderr,,20.0
7672,2211708928.0,mbpp,pass@16,0.00015999999999999993,20.0
7673,2211708928.0,mbpp,pass@16_stderr,,20.0
7674,2211708928.0,mbpp,pass@1_stderr,,20.0
7675,2211708928.0,mbpp,pass@2,2.000000000000002e-05,20.0
7676,2211708928.0,mbpp,pass@2_stderr,,20.0
7677,2211708928.0,mbpp,pass@32,0.0003200000000000001,20.0
7678,2211708928.0,mbpp,pass@32_stderr,,20.0
7679,2211708928.0,mbpp,pass@4,4.000000000000004e-05,20.0
7680,2211708928.0,mbpp,pass@4_stderr,,20.0
7681,2211708928.0,mbpp,pass@64,0.0006400000000000002,20.0
7682,2211708928.0,mbpp,pass@64_stderr,,20.0
7683,2211708928.0,mbpp,pass@8,8.000000000000007e-05,20.0
7684,2211708928.0,mbpp,pass@8_stderr,,20.0
7685,2211708928.0,mmlu-abstract_algebra,acc,0.25,20.0
7686,2211708928.0,mmlu-abstract_algebra,acc_norm,0.25,20.0
7687,2211708928.0,mmlu-abstract_algebra,acc_norm_stderr,0.04351941398892446,20.0
7688,2211708928.0,mmlu-abstract_algebra,acc_stderr,0.04351941398892446,20.0
7690,2211708928.0,mmlu-anatomy,acc,0.31851851851851853,20.0
7691,2211708928.0,mmlu-anatomy,acc_norm,0.31851851851851853,20.0
7692,2211708928.0,mmlu-anatomy,acc_norm_stderr,0.04024778401977111,20.0
7693,2211708928.0,mmlu-anatomy,acc_stderr,0.04024778401977111,20.0
7695,2211708928.0,mmlu-astronomy,acc,0.21052631578947367,20.0
7696,2211708928.0,mmlu-astronomy,acc_norm,0.21052631578947367,20.0
7697,2211708928.0,mmlu-astronomy,acc_norm_stderr,0.03317672787533157,20.0
7698,2211708928.0,mmlu-astronomy,acc_stderr,0.03317672787533157,20.0
7700,2211708928.0,mmlu-business_ethics,acc,0.29,20.0
7701,2211708928.0,mmlu-business_ethics,acc_norm,0.29,20.0
7702,2211708928.0,mmlu-business_ethics,acc_norm_stderr,0.04560480215720684,20.0
7703,2211708928.0,mmlu-business_ethics,acc_stderr,0.04560480215720684,20.0
7705,2211708928.0,mmlu-clinical_knowledge,acc,0.22641509433962265,20.0
7706,2211708928.0,mmlu-clinical_knowledge,acc_norm,0.22641509433962265,20.0
7707,2211708928.0,mmlu-clinical_knowledge,acc_norm_stderr,0.02575755989310676,20.0
7708,2211708928.0,mmlu-clinical_knowledge,acc_stderr,0.02575755989310676,20.0
7710,2211708928.0,mmlu-college_biology,acc,0.2708333333333333,20.0
7711,2211708928.0,mmlu-college_biology,acc_norm,0.2708333333333333,20.0
7712,2211708928.0,mmlu-college_biology,acc_norm_stderr,0.03716177437566017,20.0
7713,2211708928.0,mmlu-college_biology,acc_stderr,0.03716177437566017,20.0
7715,2211708928.0,mmlu-college_chemistry,acc,0.34,20.0
7716,2211708928.0,mmlu-college_chemistry,acc_norm,0.34,20.0
7717,2211708928.0,mmlu-college_chemistry,acc_norm_stderr,0.047609522856952365,20.0
7718,2211708928.0,mmlu-college_chemistry,acc_stderr,0.047609522856952365,20.0
7720,2211708928.0,mmlu-college_computer_science,acc,0.23,20.0
7721,2211708928.0,mmlu-college_computer_science,acc_norm,0.23,20.0
7722,2211708928.0,mmlu-college_computer_science,acc_norm_stderr,0.04229525846816507,20.0
7723,2211708928.0,mmlu-college_computer_science,acc_stderr,0.04229525846816507,20.0
7725,2211708928.0,mmlu-college_mathematics,acc,0.17,20.0
7726,2211708928.0,mmlu-college_mathematics,acc_norm,0.17,20.0
7727,2211708928.0,mmlu-college_mathematics,acc_norm_stderr,0.03775251680686371,20.0
7728,2211708928.0,mmlu-college_mathematics,acc_stderr,0.03775251680686371,20.0
7730,2211708928.0,mmlu-college_medicine,acc,0.2774566473988439,20.0
7731,2211708928.0,mmlu-college_medicine,acc_norm,0.2774566473988439,20.0
7732,2211708928.0,mmlu-college_medicine,acc_norm_stderr,0.034140140070440354,20.0
7733,2211708928.0,mmlu-college_medicine,acc_stderr,0.034140140070440354,20.0
7735,2211708928.0,mmlu-college_physics,acc,0.27450980392156865,20.0
7736,2211708928.0,mmlu-college_physics,acc_norm,0.27450980392156865,20.0
7737,2211708928.0,mmlu-college_physics,acc_norm_stderr,0.044405219061793275,20.0
7738,2211708928.0,mmlu-college_physics,acc_stderr,0.044405219061793275,20.0
7740,2211708928.0,mmlu-computer_security,acc,0.26,20.0
7741,2211708928.0,mmlu-computer_security,acc_norm,0.26,20.0
7742,2211708928.0,mmlu-computer_security,acc_norm_stderr,0.0440844002276808,20.0
7743,2211708928.0,mmlu-computer_security,acc_stderr,0.0440844002276808,20.0
7745,2211708928.0,mmlu-conceptual_physics,acc,0.225531914893617,20.0
7746,2211708928.0,mmlu-conceptual_physics,acc_norm,0.225531914893617,20.0
7747,2211708928.0,mmlu-conceptual_physics,acc_norm_stderr,0.02732107841738753,20.0
7748,2211708928.0,mmlu-conceptual_physics,acc_stderr,0.02732107841738753,20.0
7750,2211708928.0,mmlu-econometrics,acc,0.2807017543859649,20.0
7751,2211708928.0,mmlu-econometrics,acc_norm,0.2807017543859649,20.0
7752,2211708928.0,mmlu-econometrics,acc_norm_stderr,0.042270544512322,20.0
7753,2211708928.0,mmlu-econometrics,acc_stderr,0.042270544512322,20.0
7755,2211708928.0,mmlu-electrical_engineering,acc,0.3103448275862069,20.0
7756,2211708928.0,mmlu-electrical_engineering,acc_norm,0.3103448275862069,20.0
