,tokens,benchmark,metric_type,score,tpr
36706,8794931200.0,mmlu-high_school_macroeconomics,acc_norm,0.28974358974358977,10.0
36707,8794931200.0,mmlu-high_school_macroeconomics,acc_norm_stderr,0.023000628243687964,10.0
36708,8794931200.0,mmlu-high_school_macroeconomics,acc_stderr,0.023000628243687964,10.0
36710,8794931200.0,mmlu-high_school_mathematics,acc,0.26296296296296295,10.0
36711,8794931200.0,mmlu-high_school_mathematics,acc_norm,0.26296296296296295,10.0
36712,8794931200.0,mmlu-high_school_mathematics,acc_norm_stderr,0.02684205787383371,10.0
36713,8794931200.0,mmlu-high_school_mathematics,acc_stderr,0.02684205787383371,10.0
36715,8794931200.0,mmlu-high_school_microeconomics,acc,0.2815126050420168,10.0
36716,8794931200.0,mmlu-high_school_microeconomics,acc_norm,0.2815126050420168,10.0
36717,8794931200.0,mmlu-high_school_microeconomics,acc_norm_stderr,0.029213549414372177,10.0
36718,8794931200.0,mmlu-high_school_microeconomics,acc_stderr,0.029213549414372177,10.0
36720,8794931200.0,mmlu-high_school_physics,acc,0.25165562913907286,10.0
36721,8794931200.0,mmlu-high_school_physics,acc_norm,0.25165562913907286,10.0
36722,8794931200.0,mmlu-high_school_physics,acc_norm_stderr,0.03543304234389985,10.0
36723,8794931200.0,mmlu-high_school_physics,acc_stderr,0.03543304234389985,10.0
36725,8794931200.0,mmlu-high_school_psychology,acc,0.24036697247706423,10.0
36726,8794931200.0,mmlu-high_school_psychology,acc_norm,0.24036697247706423,10.0
36727,8794931200.0,mmlu-high_school_psychology,acc_norm_stderr,0.01832060732096407,10.0
36728,8794931200.0,mmlu-high_school_psychology,acc_stderr,0.01832060732096407,10.0
36730,8794931200.0,mmlu-high_school_statistics,acc,0.3055555555555556,10.0
36731,8794931200.0,mmlu-high_school_statistics,acc_norm,0.3055555555555556,10.0
36732,8794931200.0,mmlu-high_school_statistics,acc_norm_stderr,0.03141554629402544,10.0
36733,8794931200.0,mmlu-high_school_statistics,acc_stderr,0.03141554629402544,10.0
36735,8794931200.0,mmlu-high_school_us_history,acc,0.29411764705882354,10.0
36736,8794931200.0,mmlu-high_school_us_history,acc_norm,0.29411764705882354,10.0
36737,8794931200.0,mmlu-high_school_us_history,acc_norm_stderr,0.03198001660115069,10.0
36738,8794931200.0,mmlu-high_school_us_history,acc_stderr,0.03198001660115069,10.0
36740,8794931200.0,mmlu-high_school_world_history,acc,0.2489451476793249,10.0
36741,8794931200.0,mmlu-high_school_world_history,acc_norm,0.2489451476793249,10.0
36742,8794931200.0,mmlu-high_school_world_history,acc_norm_stderr,0.028146970599422644,10.0
36743,8794931200.0,mmlu-high_school_world_history,acc_stderr,0.028146970599422644,10.0
36745,8794931200.0,mmlu-human_aging,acc,0.20179372197309417,10.0
36746,8794931200.0,mmlu-human_aging,acc_norm,0.20179372197309417,10.0
36747,8794931200.0,mmlu-human_aging,acc_norm_stderr,0.026936111912802273,10.0
36748,8794931200.0,mmlu-human_aging,acc_stderr,0.026936111912802273,10.0
36750,8794931200.0,mmlu-human_sexuality,acc,0.2442748091603053,10.0
36751,8794931200.0,mmlu-human_sexuality,acc_norm,0.2442748091603053,10.0
36752,8794931200.0,mmlu-human_sexuality,acc_norm_stderr,0.03768335959728745,10.0
36753,8794931200.0,mmlu-human_sexuality,acc_stderr,0.03768335959728745,10.0
36755,8794931200.0,mmlu-international_law,acc,0.2066115702479339,10.0
36756,8794931200.0,mmlu-international_law,acc_norm,0.2066115702479339,10.0
36757,8794931200.0,mmlu-international_law,acc_norm_stderr,0.03695980128098824,10.0
36758,8794931200.0,mmlu-international_law,acc_stderr,0.03695980128098824,10.0
36760,8794931200.0,mmlu-jurisprudence,acc,0.25,10.0
36761,8794931200.0,mmlu-jurisprudence,acc_norm,0.25,10.0
36762,8794931200.0,mmlu-jurisprudence,acc_norm_stderr,0.04186091791394607,10.0
36763,8794931200.0,mmlu-jurisprudence,acc_stderr,0.04186091791394607,10.0
36765,8794931200.0,mmlu-logical_fallacies,acc,0.26380368098159507,10.0
36766,8794931200.0,mmlu-logical_fallacies,acc_norm,0.26380368098159507,10.0
36767,8794931200.0,mmlu-logical_fallacies,acc_norm_stderr,0.034624199316156234,10.0
36768,8794931200.0,mmlu-logical_fallacies,acc_stderr,0.034624199316156234,10.0
36770,8794931200.0,mmlu-machine_learning,acc,0.1875,10.0
36771,8794931200.0,mmlu-machine_learning,acc_norm,0.1875,10.0
36772,8794931200.0,mmlu-machine_learning,acc_norm_stderr,0.0370468111477387,10.0
36773,8794931200.0,mmlu-machine_learning,acc_stderr,0.0370468111477387,10.0
36775,8794931200.0,mmlu-management,acc,0.20388349514563103,10.0
36776,8794931200.0,mmlu-management,acc_norm,0.20388349514563103,10.0
36777,8794931200.0,mmlu-management,acc_norm_stderr,0.039891398595317706,10.0
36778,8794931200.0,mmlu-management,acc_stderr,0.039891398595317706,10.0
36780,8794931200.0,mmlu-marketing,acc,0.27350427350427353,10.0
36781,8794931200.0,mmlu-marketing,acc_norm,0.27350427350427353,10.0
36782,8794931200.0,mmlu-marketing,acc_norm_stderr,0.029202540153431187,10.0
36783,8794931200.0,mmlu-marketing,acc_stderr,0.029202540153431187,10.0
36785,8794931200.0,mmlu-medical_genetics,acc,0.21,10.0
36786,8794931200.0,mmlu-medical_genetics,acc_norm,0.21,10.0
36787,8794931200.0,mmlu-medical_genetics,acc_norm_stderr,0.040936018074033256,10.0
36788,8794931200.0,mmlu-medical_genetics,acc_stderr,0.040936018074033256,10.0
36790,8794931200.0,mmlu-miscellaneous,acc,0.2554278416347382,10.0
36791,8794931200.0,mmlu-miscellaneous,acc_norm,0.2554278416347382,10.0
36792,8794931200.0,mmlu-miscellaneous,acc_norm_stderr,0.015594955384455766,10.0
36793,8794931200.0,mmlu-miscellaneous,acc_stderr,0.015594955384455766,10.0
36795,8794931200.0,mmlu-moral_disputes,acc,0.2109826589595376,10.0
36796,8794931200.0,mmlu-moral_disputes,acc_norm,0.2109826589595376,10.0
36797,8794931200.0,mmlu-moral_disputes,acc_norm_stderr,0.021966309947043135,10.0
36798,8794931200.0,mmlu-moral_disputes,acc_stderr,0.021966309947043135,10.0
36800,8794931200.0,mmlu-moral_scenarios,acc,0.26145251396648045,10.0
36801,8794931200.0,mmlu-moral_scenarios,acc_norm,0.26145251396648045,10.0
36802,8794931200.0,mmlu-moral_scenarios,acc_norm_stderr,0.014696599650364548,10.0
36803,8794931200.0,mmlu-moral_scenarios,acc_stderr,0.014696599650364548,10.0
36805,8794931200.0,mmlu-nutrition,acc,0.22549019607843135,10.0
36806,8794931200.0,mmlu-nutrition,acc_norm,0.22549019607843135,10.0
36807,8794931200.0,mmlu-nutrition,acc_norm_stderr,0.023929155517351277,10.0
36808,8794931200.0,mmlu-nutrition,acc_stderr,0.023929155517351277,10.0
36810,8794931200.0,mmlu-philosophy,acc,0.26366559485530544,10.0
36811,8794931200.0,mmlu-philosophy,acc_norm,0.26366559485530544,10.0
36812,8794931200.0,mmlu-philosophy,acc_norm_stderr,0.02502553850053234,10.0
36813,8794931200.0,mmlu-philosophy,acc_stderr,0.02502553850053234,10.0
36815,8794931200.0,mmlu-prehistory,acc,0.2623456790123457,10.0
36816,8794931200.0,mmlu-prehistory,acc_norm,0.2623456790123457,10.0
36817,8794931200.0,mmlu-prehistory,acc_norm_stderr,0.02447722285613511,10.0
36818,8794931200.0,mmlu-prehistory,acc_stderr,0.02447722285613511,10.0
36820,8794931200.0,mmlu-professional_accounting,acc,0.2730496453900709,10.0
36821,8794931200.0,mmlu-professional_accounting,acc_norm,0.2730496453900709,10.0
36822,8794931200.0,mmlu-professional_accounting,acc_norm_stderr,0.02657786094330786,10.0
36823,8794931200.0,mmlu-professional_accounting,acc_stderr,0.02657786094330786,10.0
36825,8794931200.0,mmlu-professional_law,acc,0.26010430247718386,10.0
36826,8794931200.0,mmlu-professional_law,acc_norm,0.26010430247718386,10.0
36827,8794931200.0,mmlu-professional_law,acc_norm_stderr,0.011204382887823845,10.0
36828,8794931200.0,mmlu-professional_law,acc_stderr,0.011204382887823845,10.0
36830,8794931200.0,mmlu-professional_medicine,acc,0.22058823529411764,10.0
36831,8794931200.0,mmlu-professional_medicine,acc_norm,0.22058823529411764,10.0
36832,8794931200.0,mmlu-professional_medicine,acc_norm_stderr,0.025187786660227276,10.0
36833,8794931200.0,mmlu-professional_medicine,acc_stderr,0.025187786660227276,10.0
36835,8794931200.0,mmlu-professional_psychology,acc,0.28104575163398693,10.0
36836,8794931200.0,mmlu-professional_psychology,acc_norm,0.28104575163398693,10.0
36837,8794931200.0,mmlu-professional_psychology,acc_norm_stderr,0.018185218954318072,10.0
36838,8794931200.0,mmlu-professional_psychology,acc_stderr,0.018185218954318072,10.0
36840,8794931200.0,mmlu-public_relations,acc,0.2272727272727273,10.0
36841,8794931200.0,mmlu-public_relations,acc_norm,0.2272727272727273,10.0
36842,8794931200.0,mmlu-public_relations,acc_norm_stderr,0.04013964554072775,10.0
36843,8794931200.0,mmlu-public_relations,acc_stderr,0.04013964554072775,10.0
36845,8794931200.0,mmlu-security_studies,acc,0.34285714285714286,10.0
36846,8794931200.0,mmlu-security_studies,acc_norm,0.34285714285714286,10.0
36847,8794931200.0,mmlu-security_studies,acc_norm_stderr,0.03038726291954772,10.0
36848,8794931200.0,mmlu-security_studies,acc_stderr,0.03038726291954772,10.0
36850,8794931200.0,mmlu-sociology,acc,0.3034825870646766,10.0
36851,8794931200.0,mmlu-sociology,acc_norm,0.3034825870646766,10.0
36852,8794931200.0,mmlu-sociology,acc_norm_stderr,0.03251006816458618,10.0
36853,8794931200.0,mmlu-sociology,acc_stderr,0.03251006816458618,10.0
36855,8794931200.0,mmlu-us_foreign_policy,acc,0.28,10.0
36856,8794931200.0,mmlu-us_foreign_policy,acc_norm,0.28,10.0
36857,8794931200.0,mmlu-us_foreign_policy,acc_norm_stderr,0.04512608598542128,10.0
36858,8794931200.0,mmlu-us_foreign_policy,acc_stderr,0.04512608598542128,10.0
36860,8794931200.0,mmlu-virology,acc,0.1867469879518072,10.0
36861,8794931200.0,mmlu-virology,acc_norm,0.1867469879518072,10.0
36862,8794931200.0,mmlu-virology,acc_norm_stderr,0.030338749144500594,10.0
36863,8794931200.0,mmlu-virology,acc_stderr,0.030338749144500594,10.0
36865,8794931200.0,mmlu-world_religions,acc,0.3508771929824561,10.0
36866,8794931200.0,mmlu-world_religions,acc_norm,0.3508771929824561,10.0
36867,8794931200.0,mmlu-world_religions,acc_norm_stderr,0.03660298834049164,10.0
36868,8794931200.0,mmlu-world_religions,acc_stderr,0.03660298834049164,10.0
36870,8794931200.0,mmlu,acc,0.25373219342482023,10.0
36871,8794931200.0,mmlu,acc_norm,0.25373219342482023,10.0
36872,8794931200.0,mmlu,acc_norm_stderr,0.003684577109257915,10.0
36873,8794931200.0,mmlu,acc_stderr,0.003684577109257915,10.0
36875,8794931200.0,piqa,acc,0.6800870511425462,10.0
36876,8794931200.0,piqa,acc_norm,0.6866158868335147,10.0
36877,8794931200.0,piqa,acc_norm_stderr,0.010822829929195494,10.0
36878,8794931200.0,piqa,acc_stderr,0.01088287358209206,10.0
36880,8794931200.0,piqa,brier,0.5482935455143927,10.0
36881,8794931200.0,piqa,brier_stderr,0.0185387133055005,10.0
36882,8794931200.0,piqa,loglikelihood,-67.89082541896417,10.0
36883,8794931200.0,piqa,loglikelihood_stderr,1.3935197454885666,10.0
36884,8794931200.0,piqa,neg_loglikelihood_norm,0.8069567127613053,10.0
36885,8794931200.0,sciq,acc,0.828,10.0
36886,8794931200.0,sciq,acc_norm,0.751,10.0
36887,8794931200.0,sciq,acc_norm_stderr,0.013681600278702312,10.0
36888,8794931200.0,sciq,acc_stderr,0.011939788882495323,10.0
36890,8794931200.0,sciq,brier,0.2666479670730802,10.0
36891,8794931200.0,sciq,brier_stderr,0.01636437013289087,10.0
36892,8794931200.0,sciq,loglikelihood,-8.436229455828666,10.0
36893,8794931200.0,sciq,loglikelihood_stderr,0.11895550133841144,10.0
36894,8794931200.0,sciq,neg_loglikelihood_norm,0.986084631704688,10.0
36896,8794931200.0,triviaqa_1shot,exact_match,0.05312472376911518,10.0
36897,8794931200.0,triviaqa_1shot,exact_match_stderr,0.0021087496943632683,10.0
36898,8794931200.0,triviaqa_1shot,loglikelihood,-10.411197862659735,10.0
36899,8794931200.0,triviaqa_1shot,loglikelihood_stderr,0.0929236704237098,10.0
36901,8794931200.0,webqs_1shot,exact_match,0.04084645669291338,10.0
36902,8794931200.0,webqs_1shot,exact_match_stderr,0.004392040138400892,10.0
36903,8794931200.0,webqs_1shot,loglikelihood,-11.621546002207545,10.0
36904,8794931200.0,webqs_1shot,loglikelihood_stderr,0.2775214645557981,10.0
36905,8794931200.0,winogrande,acc,0.5295974743488555,10.0
36906,8794931200.0,winogrande,acc_stderr,0.014027843827840085,10.0
36908,17589862400.0,arc_challenge,acc,0.23122866894197952,40.0
36909,17589862400.0,arc_challenge,acc_norm,0.2568259385665529,40.0
36910,17589862400.0,arc_challenge,acc_norm_stderr,0.0127669237941168,40.0
36911,17589862400.0,arc_challenge,acc_stderr,0.0123208588347723,40.0
36913,17589862400.0,arc_challenge,brier,1.2377366371131286,40.0
36914,17589862400.0,arc_challenge,brier_stderr,0.020337412736053887,40.0
36915,17589862400.0,arc_challenge,loglikelihood,-22.291255168540484,40.0
36916,17589862400.0,arc_challenge,loglikelihood_stderr,0.3172671451882138,40.0
36917,17589862400.0,arc_challenge,neg_loglikelihood_norm,0.9727398939294036,40.0
36918,17589862400.0,arc_easy,acc,0.5231481481481481,40.0
36919,17589862400.0,arc_easy,acc_norm,0.4797979797979798,40.0
36920,17589862400.0,arc_easy,acc_norm_stderr,0.01025140562130537,40.0
36921,17589862400.0,arc_easy,acc_stderr,0.010248782484554474,40.0
36923,17589862400.0,arc_easy,brier,0.7174017510290258,40.0
36924,17589862400.0,arc_easy,brier_stderr,0.014667736752620949,40.0
36925,17589862400.0,arc_easy,loglikelihood,-16.74520663059119,40.0
36926,17589862400.0,arc_easy,loglikelihood_stderr,0.18663904813925292,40.0
36927,17589862400.0,arc_easy,neg_loglikelihood_norm,0.9623252195964236,40.0
36928,17589862400.0,c4,accuracy,0.4117545187473297,40.0
36929,17589862400.0,c4,bits_per_byte,0,40.0
36930,17589862400.0,c4,cross_entropy_loss,3.0560402870178223,40.0
36931,17589862400.0,c4,loss,3.0560402870178223,40.0
36932,17589862400.0,c4,perplexity,21.29795837402344,40.0
36933,17589862400.0,c4,train_live_targets,462.9731140136719,40.0
36934,17589862400.0,c4,z_loss,187.1776428222656,40.0
36935,17589862400.0,dclm,accuracy,0.4381602704524994,40.0
36936,17589862400.0,dclm,bits_per_byte,0,40.0
36937,17589862400.0,dclm,cross_entropy_loss,2.8564491271972656,40.0
36938,17589862400.0,dclm,loss,2.8564491271972656,40.0
36939,17589862400.0,dclm,perplexity,17.417251586914062,40.0
36940,17589862400.0,dclm,train_live_targets,972.328369140625,40.0
36941,17589862400.0,dclm,z_loss,195.4883575439453,40.0
36942,17589862400.0,fineweb,accuracy,0.41647404432296753,40.0
36943,17589862400.0,fineweb,bits_per_byte,0,40.0
36944,17589862400.0,fineweb,cross_entropy_loss,3.0132243633270264,40.0
36945,17589862400.0,fineweb,loss,3.0132243633270264,40.0
36946,17589862400.0,fineweb,perplexity,20.38465881347656,40.0
36947,17589862400.0,fineweb,train_live_targets,640.4677124023438,40.0
36948,17589862400.0,fineweb,z_loss,188.9299774169922,40.0
36950,17589862400.0,gsm8k_cot_llama,exact_match,0.013646702047005308,40.0
36951,17589862400.0,gsm8k_cot_llama,exact_match_stderr,0.0031957470754808196,40.0
36952,17589862400.0,hellaswag,acc,0.33738299143596895,40.0
36953,17589862400.0,hellaswag,acc_norm,0.40938060147381,40.0
36954,17589862400.0,hellaswag,acc_norm_stderr,0.004907146229347545,40.0
36955,17589862400.0,hellaswag,acc_stderr,0.00471850477108377,40.0
36957,17589862400.0,hellaswag,brier,1.2699972601061218,40.0
36958,17589862400.0,hellaswag,brier_stderr,0.009127247756016844,40.0
36959,17589862400.0,hellaswag,loglikelihood,-78.57807540950536,40.0
36960,17589862400.0,hellaswag,loglikelihood_stderr,0.3927688189128627,40.0
36961,17589862400.0,hellaswag,neg_loglikelihood_norm,0.5761384000529446,40.0
36963,17589862400.0,humaneval-py,n_assertionerror,20972,40.0
36964,17589862400.0,humaneval-py,n_assertionerror_stderr,,40.0
36965,17589862400.0,humaneval-py,n_exception,6043,40.0
36966,17589862400.0,humaneval-py,n_exception_stderr,,40.0
36967,17589862400.0,humaneval-py,n_invalid_status,0,40.0
36968,17589862400.0,humaneval-py,n_invalid_status_stderr,,40.0
36969,17589862400.0,humaneval-py,n_ok,1346,40.0
36970,17589862400.0,humaneval-py,n_ok_stderr,,40.0
36971,17589862400.0,humaneval-py,n_syntaxerror,4402,40.0
36972,17589862400.0,humaneval-py,n_syntaxerror_stderr,,40.0
36973,17589862400.0,humaneval-py,pass@1,0.04103658536585365,40.0
36974,17589862400.0,humaneval-py,pass@128,0.11066734546750212,40.0
36975,17589862400.0,humaneval-py,pass@128_stderr,,40.0
36976,17589862400.0,humaneval-py,pass@16,0.09111990480211885,40.0
36977,17589862400.0,humaneval-py,pass@16_stderr,,40.0
36978,17589862400.0,humaneval-py,pass@1_stderr,,40.0
36979,17589862400.0,humaneval-py,pass@2,0.05585978673857089,40.0
36980,17589862400.0,humaneval-py,pass@2_stderr,,40.0
36981,17589862400.0,humaneval-py,pass@32,0.09757922518691146,40.0
36982,17589862400.0,humaneval-py,pass@32_stderr,,40.0
36983,17589862400.0,humaneval-py,pass@4,0.07102790827111949,40.0
36984,17589862400.0,humaneval-py,pass@4_stderr,,40.0
36985,17589862400.0,humaneval-py,pass@64,0.1039054206229048,40.0
36986,17589862400.0,humaneval-py,pass@64_stderr,,40.0
36987,17589862400.0,humaneval-py,pass@8,0.08305241221816576,40.0
36988,17589862400.0,humaneval-py,pass@8_stderr,,40.0
36989,17589862400.0,lambada_openai,acc,0.45643314574034544,40.0
36990,17589862400.0,lambada_openai,acc_stderr,0.0069394834360396234,40.0
36992,17589862400.0,lambada_openai,perplexity,15.055944144127986,40.0
36993,17589862400.0,lambada_openai,perplexity_stderr,0.4870981211826088,40.0
36995,17589862400.0,lbpp,n_assertionerror,1078,40.0
36996,17589862400.0,lbpp,n_assertionerror_stderr,,40.0
36997,17589862400.0,lbpp,n_exception,6906,40.0
36998,17589862400.0,lbpp,n_exception_stderr,,40.0
36999,17589862400.0,lbpp,n_invalid_status,0,40.0
37000,17589862400.0,lbpp,n_invalid_status_stderr,,40.0
37001,17589862400.0,lbpp,n_ok,0,40.0
37002,17589862400.0,lbpp,n_ok_stderr,,40.0
37003,17589862400.0,lbpp,n_syntaxerror,24210,40.0
37004,17589862400.0,lbpp,n_syntaxerror_stderr,,40.0
37005,17589862400.0,lbpp,pass@1,0,40.0
37006,17589862400.0,lbpp,pass@128,0,40.0
37007,17589862400.0,lbpp,pass@128_stderr,,40.0
37008,17589862400.0,lbpp,pass@16,0,40.0
37009,17589862400.0,lbpp,pass@16_stderr,,40.0
37010,17589862400.0,lbpp,pass@1_stderr,,40.0
37011,17589862400.0,lbpp,pass@2,0,40.0
37012,17589862400.0,lbpp,pass@2_stderr,,40.0
37013,17589862400.0,lbpp,pass@32,0,40.0
37014,17589862400.0,lbpp,pass@32_stderr,,40.0
37015,17589862400.0,lbpp,pass@4,0,40.0
37016,17589862400.0,lbpp,pass@4_stderr,,40.0
37017,17589862400.0,lbpp,pass@64,0,40.0
37018,17589862400.0,lbpp,pass@64_stderr,,40.0
37019,17589862400.0,lbpp,pass@8,0,40.0
37020,17589862400.0,lbpp,pass@8_stderr,,40.0
37022,17589862400.0,mbpp,n_assertionerror,5,40.0
37023,17589862400.0,mbpp,n_assertionerror_stderr,,40.0
37024,17589862400.0,mbpp,n_exception,110,40.0
37025,17589862400.0,mbpp,n_exception_stderr,,40.0
37026,17589862400.0,mbpp,n_invalid_status,0,40.0
37027,17589862400.0,mbpp,n_invalid_status_stderr,,40.0
37028,17589862400.0,mbpp,n_ok,0,40.0
37029,17589862400.0,mbpp,n_ok_stderr,,40.0
37030,17589862400.0,mbpp,n_syntaxerror,99885,40.0
37031,17589862400.0,mbpp,n_syntaxerror_stderr,,40.0
37032,17589862400.0,mbpp,pass@1,0,40.0
37033,17589862400.0,mbpp,pass@128,0,40.0
37034,17589862400.0,mbpp,pass@128_stderr,,40.0
37035,17589862400.0,mbpp,pass@16,0,40.0
37036,17589862400.0,mbpp,pass@16_stderr,,40.0
37037,17589862400.0,mbpp,pass@1_stderr,,40.0
37038,17589862400.0,mbpp,pass@2,0,40.0
37039,17589862400.0,mbpp,pass@2_stderr,,40.0
37040,17589862400.0,mbpp,pass@32,0,40.0
37041,17589862400.0,mbpp,pass@32_stderr,,40.0
37042,17589862400.0,mbpp,pass@4,0,40.0
37043,17589862400.0,mbpp,pass@4_stderr,,40.0
37044,17589862400.0,mbpp,pass@64,0,40.0
37045,17589862400.0,mbpp,pass@64_stderr,,40.0
37046,17589862400.0,mbpp,pass@8,0,40.0
37047,17589862400.0,mbpp,pass@8_stderr,,40.0
37048,17589862400.0,mmlu-abstract_algebra,acc,0.23,40.0
37049,17589862400.0,mmlu-abstract_algebra,acc_norm,0.23,40.0
37050,17589862400.0,mmlu-abstract_algebra,acc_norm_stderr,0.04229525846816505,40.0
37051,17589862400.0,mmlu-abstract_algebra,acc_stderr,0.04229525846816505,40.0
37053,17589862400.0,mmlu-anatomy,acc,0.1925925925925926,40.0
37054,17589862400.0,mmlu-anatomy,acc_norm,0.1925925925925926,40.0
37055,17589862400.0,mmlu-anatomy,acc_norm_stderr,0.034065420585026526,40.0
37056,17589862400.0,mmlu-anatomy,acc_stderr,0.034065420585026526,40.0
37058,17589862400.0,mmlu-astronomy,acc,0.2236842105263158,40.0
37059,17589862400.0,mmlu-astronomy,acc_norm,0.2236842105263158,40.0
37060,17589862400.0,mmlu-astronomy,acc_norm_stderr,0.03391160934343602,40.0
37061,17589862400.0,mmlu-astronomy,acc_stderr,0.03391160934343602,40.0
37063,17589862400.0,mmlu-business_ethics,acc,0.27,40.0
37064,17589862400.0,mmlu-business_ethics,acc_norm,0.27,40.0
37065,17589862400.0,mmlu-business_ethics,acc_norm_stderr,0.044619604333847394,40.0
37066,17589862400.0,mmlu-business_ethics,acc_stderr,0.044619604333847394,40.0
37068,17589862400.0,mmlu-clinical_knowledge,acc,0.20754716981132076,40.0
37069,17589862400.0,mmlu-clinical_knowledge,acc_norm,0.20754716981132076,40.0
37070,17589862400.0,mmlu-clinical_knowledge,acc_norm_stderr,0.024959918028911263,40.0
37071,17589862400.0,mmlu-clinical_knowledge,acc_stderr,0.024959918028911263,40.0
37073,17589862400.0,mmlu-college_biology,acc,0.2638888888888889,40.0
37074,17589862400.0,mmlu-college_biology,acc_norm,0.2638888888888889,40.0
37075,17589862400.0,mmlu-college_biology,acc_norm_stderr,0.03685651095897532,40.0
37076,17589862400.0,mmlu-college_biology,acc_stderr,0.03685651095897532,40.0
37078,17589862400.0,mmlu-college_chemistry,acc,0.24,40.0
37079,17589862400.0,mmlu-college_chemistry,acc_norm,0.24,40.0
37080,17589862400.0,mmlu-college_chemistry,acc_norm_stderr,0.042923469599092816,40.0
37081,17589862400.0,mmlu-college_chemistry,acc_stderr,0.042923469599092816,40.0
37083,17589862400.0,mmlu-college_computer_science,acc,0.25,40.0
37084,17589862400.0,mmlu-college_computer_science,acc_norm,0.25,40.0
37085,17589862400.0,mmlu-college_computer_science,acc_norm_stderr,0.04351941398892446,40.0
37086,17589862400.0,mmlu-college_computer_science,acc_stderr,0.04351941398892446,40.0
37088,17589862400.0,mmlu-college_mathematics,acc,0.23,40.0
37089,17589862400.0,mmlu-college_mathematics,acc_norm,0.23,40.0
37090,17589862400.0,mmlu-college_mathematics,acc_norm_stderr,0.04229525846816504,40.0
37091,17589862400.0,mmlu-college_mathematics,acc_stderr,0.04229525846816504,40.0
37093,17589862400.0,mmlu-college_medicine,acc,0.2369942196531792,40.0
37094,17589862400.0,mmlu-college_medicine,acc_norm,0.2369942196531792,40.0
37095,17589862400.0,mmlu-college_medicine,acc_norm_stderr,0.03242414757483098,40.0
37096,17589862400.0,mmlu-college_medicine,acc_stderr,0.03242414757483098,40.0
37098,17589862400.0,mmlu-college_physics,acc,0.2058823529411765,40.0
37099,17589862400.0,mmlu-college_physics,acc_norm,0.2058823529411765,40.0
37100,17589862400.0,mmlu-college_physics,acc_norm_stderr,0.04023382273617747,40.0
37101,17589862400.0,mmlu-college_physics,acc_stderr,0.04023382273617747,40.0
37103,17589862400.0,mmlu-computer_security,acc,0.21,40.0
37104,17589862400.0,mmlu-computer_security,acc_norm,0.21,40.0
37105,17589862400.0,mmlu-computer_security,acc_norm_stderr,0.040936018074033256,40.0
37106,17589862400.0,mmlu-computer_security,acc_stderr,0.040936018074033256,40.0
37108,17589862400.0,mmlu-conceptual_physics,acc,0.25957446808510637,40.0
37109,17589862400.0,mmlu-conceptual_physics,acc_norm,0.25957446808510637,40.0
37110,17589862400.0,mmlu-conceptual_physics,acc_norm_stderr,0.02865917937429232,40.0
37111,17589862400.0,mmlu-conceptual_physics,acc_stderr,0.02865917937429232,40.0
37113,17589862400.0,mmlu-econometrics,acc,0.22807017543859648,40.0
37114,17589862400.0,mmlu-econometrics,acc_norm,0.22807017543859648,40.0
37115,17589862400.0,mmlu-econometrics,acc_norm_stderr,0.03947152782669415,40.0
37116,17589862400.0,mmlu-econometrics,acc_stderr,0.03947152782669415,40.0
37118,17589862400.0,mmlu-electrical_engineering,acc,0.2689655172413793,40.0
37119,17589862400.0,mmlu-electrical_engineering,acc_norm,0.2689655172413793,40.0
37120,17589862400.0,mmlu-electrical_engineering,acc_norm_stderr,0.036951833116502325,40.0
37121,17589862400.0,mmlu-electrical_engineering,acc_stderr,0.036951833116502325,40.0
37123,17589862400.0,mmlu-elementary_mathematics,acc,0.2275132275132275,40.0
37124,17589862400.0,mmlu-elementary_mathematics,acc_norm,0.2275132275132275,40.0
37125,17589862400.0,mmlu-elementary_mathematics,acc_norm_stderr,0.021591269407823774,40.0
37126,17589862400.0,mmlu-elementary_mathematics,acc_stderr,0.021591269407823774,40.0
37128,17589862400.0,mmlu-formal_logic,acc,0.2698412698412698,40.0
37129,17589862400.0,mmlu-formal_logic,acc_norm,0.2698412698412698,40.0
37130,17589862400.0,mmlu-formal_logic,acc_norm_stderr,0.03970158273235171,40.0
37131,17589862400.0,mmlu-formal_logic,acc_stderr,0.03970158273235171,40.0
37133,17589862400.0,mmlu-global_facts,acc,0.24,40.0
37134,17589862400.0,mmlu-global_facts,acc_norm,0.24,40.0
37135,17589862400.0,mmlu-global_facts,acc_norm_stderr,0.04292346959909282,40.0
37136,17589862400.0,mmlu-global_facts,acc_stderr,0.04292346959909282,40.0
37138,17589862400.0,mmlu-high_school_biology,acc,0.18064516129032257,40.0
37139,17589862400.0,mmlu-high_school_biology,acc_norm,0.18064516129032257,40.0
37140,17589862400.0,mmlu-high_school_biology,acc_norm_stderr,0.021886178567172555,40.0
37141,17589862400.0,mmlu-high_school_biology,acc_stderr,0.021886178567172555,40.0
37143,17589862400.0,mmlu-high_school_chemistry,acc,0.18719211822660095,40.0
37144,17589862400.0,mmlu-high_school_chemistry,acc_norm,0.18719211822660095,40.0
37145,17589862400.0,mmlu-high_school_chemistry,acc_norm_stderr,0.027444924966882615,40.0
37146,17589862400.0,mmlu-high_school_chemistry,acc_stderr,0.027444924966882615,40.0
37148,17589862400.0,mmlu-high_school_computer_science,acc,0.27,40.0
37149,17589862400.0,mmlu-high_school_computer_science,acc_norm,0.27,40.0
