,flops,params,tokens,benchmark,metric_type,score,tpr
1909,5.331553886203281e+18,205262848.0,4329046016.0,humaneval-py,pass@8_stderr,,20.0
1910,5.331553886203281e+18,205262848.0,4329046016.0,lambada_openai,acc,0.24412963322336503,20.0
1911,5.331553886203281e+18,205262848.0,4329046016.0,lambada_openai,acc_stderr,0.0059847495661138565,20.0
1913,5.331553886203281e+18,205262848.0,4329046016.0,lambada_openai,perplexity,94.95101878977454,20.0
1914,5.331553886203281e+18,205262848.0,4329046016.0,lambada_openai,perplexity_stderr,4.065309372885615,20.0
1916,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_assertionerror,0,20.0
1917,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_assertionerror_stderr,,20.0
1918,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_exception,6167,20.0
1919,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_exception_stderr,,20.0
1920,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_invalid_status,0,20.0
1921,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_invalid_status_stderr,,20.0
1922,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_ok,0,20.0
1923,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_ok_stderr,,20.0
1924,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_syntaxerror,26033,20.0
1925,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,n_syntaxerror_stderr,,20.0
1926,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@1,0,20.0
1927,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@128,0,20.0
1928,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@128_stderr,,20.0
1929,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@16,0,20.0
1930,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@16_stderr,,20.0
1931,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@1_stderr,,20.0
1932,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@2,0,20.0
1933,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@2_stderr,,20.0
1934,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@32,0,20.0
1935,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@32_stderr,,20.0
1936,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@4,0,20.0
1937,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@4_stderr,,20.0
1938,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@64,0,20.0
1939,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@64_stderr,,20.0
1940,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@8,0,20.0
1941,5.331553886203281e+18,205262848.0,4329046016.0,lbpp,pass@8_stderr,,20.0
1943,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_assertionerror,0,20.0
1944,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_assertionerror_stderr,,20.0
1945,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_exception,0,20.0
1946,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_exception_stderr,,20.0
1947,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_invalid_status,0,20.0
1948,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_invalid_status_stderr,,20.0
1949,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_ok,0,20.0
1950,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_ok_stderr,,20.0
1951,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_syntaxerror,100000,20.0
1952,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,n_syntaxerror_stderr,,20.0
1953,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@1,0,20.0
1954,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@128,0,20.0
1955,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@128_stderr,,20.0
1956,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@16,0,20.0
1957,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@16_stderr,,20.0
1958,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@1_stderr,,20.0
1959,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@2,0,20.0
1960,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@2_stderr,,20.0
1961,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@32,0,20.0
1962,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@32_stderr,,20.0
1963,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@4,0,20.0
1964,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@4_stderr,,20.0
1965,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@64,0,20.0
1966,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@64_stderr,,20.0
1967,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@8,0,20.0
1968,5.331553886203281e+18,205262848.0,4329046016.0,mbpp,pass@8_stderr,,20.0
1969,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-abstract_algebra,acc,0.26,20.0
1970,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-abstract_algebra,acc_norm,0.26,20.0
1971,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-abstract_algebra,acc_norm_stderr,0.0440844002276808,20.0
1972,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-abstract_algebra,acc_stderr,0.0440844002276808,20.0
1974,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-anatomy,acc,0.2814814814814815,20.0
1975,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-anatomy,acc_norm,0.2814814814814815,20.0
1976,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-anatomy,acc_norm_stderr,0.038850042458002554,20.0
1977,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-anatomy,acc_stderr,0.038850042458002554,20.0
1979,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-astronomy,acc,0.23684210526315788,20.0
1980,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-astronomy,acc_norm,0.23684210526315788,20.0
1981,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-astronomy,acc_norm_stderr,0.034597776068105365,20.0
1982,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-astronomy,acc_stderr,0.034597776068105365,20.0
1984,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-business_ethics,acc,0.36,20.0
1985,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-business_ethics,acc_norm,0.36,20.0
1986,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-business_ethics,acc_norm_stderr,0.048241815132442176,20.0
1987,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-business_ethics,acc_stderr,0.048241815132442176,20.0
1989,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-clinical_knowledge,acc,0.23018867924528305,20.0
1990,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-clinical_knowledge,acc_norm,0.23018867924528305,20.0
1991,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-clinical_knowledge,acc_norm_stderr,0.025907897122408173,20.0
1992,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-clinical_knowledge,acc_stderr,0.025907897122408173,20.0
1994,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_biology,acc,0.2569444444444444,20.0
1995,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_biology,acc_norm,0.2569444444444444,20.0
1996,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_biology,acc_norm_stderr,0.03653946969442099,20.0
1997,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_biology,acc_stderr,0.03653946969442099,20.0
1999,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_chemistry,acc,0.32,20.0
2000,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_chemistry,acc_norm,0.32,20.0
2001,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_chemistry,acc_norm_stderr,0.046882617226215034,20.0
2002,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_chemistry,acc_stderr,0.046882617226215034,20.0
2004,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_computer_science,acc,0.33,20.0
2005,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_computer_science,acc_norm,0.33,20.0
2006,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_computer_science,acc_norm_stderr,0.04725815626252606,20.0
2007,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_computer_science,acc_stderr,0.04725815626252606,20.0
2009,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_mathematics,acc,0.17,20.0
2010,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_mathematics,acc_norm,0.17,20.0
2011,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_mathematics,acc_norm_stderr,0.03775251680686371,20.0
2012,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_mathematics,acc_stderr,0.03775251680686371,20.0
2014,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_medicine,acc,0.3236994219653179,20.0
2015,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_medicine,acc_norm,0.3236994219653179,20.0
2016,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_medicine,acc_norm_stderr,0.03567603799639172,20.0
2017,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_medicine,acc_stderr,0.03567603799639172,20.0
2019,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_physics,acc,0.28431372549019607,20.0
2020,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_physics,acc_norm,0.28431372549019607,20.0
2021,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_physics,acc_norm_stderr,0.04488482852329017,20.0
2022,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-college_physics,acc_stderr,0.04488482852329017,20.0
2024,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-computer_security,acc,0.28,20.0
2025,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-computer_security,acc_norm,0.28,20.0
2026,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-computer_security,acc_norm_stderr,0.04512608598542127,20.0
2027,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-computer_security,acc_stderr,0.04512608598542127,20.0
2029,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-conceptual_physics,acc,0.2425531914893617,20.0
2030,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-conceptual_physics,acc_norm,0.2425531914893617,20.0
2031,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-conceptual_physics,acc_norm_stderr,0.028020226271200217,20.0
2032,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-conceptual_physics,acc_stderr,0.028020226271200217,20.0
2034,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-econometrics,acc,0.20175438596491227,20.0
2035,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-econometrics,acc_norm,0.20175438596491227,20.0
2036,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-econometrics,acc_norm_stderr,0.037752050135836386,20.0
2037,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-econometrics,acc_stderr,0.037752050135836386,20.0
2039,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-electrical_engineering,acc,0.31724137931034485,20.0
2040,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-electrical_engineering,acc_norm,0.31724137931034485,20.0
2041,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-electrical_engineering,acc_norm_stderr,0.038783523721386215,20.0
2042,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-electrical_engineering,acc_stderr,0.038783523721386215,20.0
2044,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-elementary_mathematics,acc,0.23809523809523808,20.0
2045,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-elementary_mathematics,acc_norm,0.23809523809523808,20.0
2046,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-elementary_mathematics,acc_norm_stderr,0.02193587808118476,20.0
2047,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-elementary_mathematics,acc_stderr,0.02193587808118476,20.0
2049,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-formal_logic,acc,0.3333333333333333,20.0
2050,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-formal_logic,acc_norm,0.3333333333333333,20.0
2051,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-formal_logic,acc_norm_stderr,0.04216370213557835,20.0
2052,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-formal_logic,acc_stderr,0.04216370213557835,20.0
2054,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-global_facts,acc,0.23,20.0
2055,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-global_facts,acc_norm,0.23,20.0
2056,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-global_facts,acc_norm_stderr,0.04229525846816506,20.0
2057,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-global_facts,acc_stderr,0.04229525846816506,20.0
2059,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_biology,acc,0.23548387096774193,20.0
2060,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_biology,acc_norm,0.23548387096774193,20.0
2061,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_biology,acc_norm_stderr,0.024137632429337717,20.0
2062,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_biology,acc_stderr,0.024137632429337717,20.0
2064,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_chemistry,acc,0.2315270935960591,20.0
2065,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_chemistry,acc_norm,0.2315270935960591,20.0
2066,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_chemistry,acc_norm_stderr,0.029678333141444455,20.0
2067,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_chemistry,acc_stderr,0.029678333141444455,20.0
2069,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_computer_science,acc,0.31,20.0
2070,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_computer_science,acc_norm,0.31,20.0
2071,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_computer_science,acc_norm_stderr,0.04648231987117316,20.0
2072,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_computer_science,acc_stderr,0.04648231987117316,20.0
2074,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_european_history,acc,0.2787878787878788,20.0
2075,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_european_history,acc_norm,0.2787878787878788,20.0
2076,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_european_history,acc_norm_stderr,0.03501438706296781,20.0
2077,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_european_history,acc_stderr,0.03501438706296781,20.0
2079,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_geography,acc,0.25757575757575757,20.0
2080,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_geography,acc_norm,0.25757575757575757,20.0
2081,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_geography,acc_norm_stderr,0.031156269519646843,20.0
2082,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_geography,acc_stderr,0.031156269519646843,20.0
2084,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_government_and_politics,acc,0.22797927461139897,20.0
2085,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_government_and_politics,acc_norm,0.22797927461139897,20.0
2086,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_government_and_politics,acc_norm_stderr,0.030276909945178256,20.0
2087,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_government_and_politics,acc_stderr,0.030276909945178256,20.0
2089,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_macroeconomics,acc,0.25384615384615383,20.0
2090,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_macroeconomics,acc_norm,0.25384615384615383,20.0
2091,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_macroeconomics,acc_norm_stderr,0.022066054378726257,20.0
2092,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_macroeconomics,acc_stderr,0.022066054378726257,20.0
2094,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_mathematics,acc,0.2111111111111111,20.0
2095,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_mathematics,acc_norm,0.2111111111111111,20.0
2096,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_mathematics,acc_norm_stderr,0.02488211685765509,20.0
2097,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_mathematics,acc_stderr,0.02488211685765509,20.0
2099,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_microeconomics,acc,0.19327731092436976,20.0
2100,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_microeconomics,acc_norm,0.19327731092436976,20.0
2101,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_microeconomics,acc_norm_stderr,0.02564947026588919,20.0
2102,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_microeconomics,acc_stderr,0.02564947026588919,20.0
2104,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_physics,acc,0.24503311258278143,20.0
2105,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_physics,acc_norm,0.24503311258278143,20.0
2106,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_physics,acc_norm_stderr,0.03511807571804723,20.0
2107,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_physics,acc_stderr,0.03511807571804723,20.0
2109,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_psychology,acc,0.2422018348623853,20.0
2110,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_psychology,acc_norm,0.2422018348623853,20.0
2111,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_psychology,acc_norm_stderr,0.01836817630659862,20.0
2112,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_psychology,acc_stderr,0.01836817630659862,20.0
2114,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_statistics,acc,0.2175925925925926,20.0
2115,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_statistics,acc_norm,0.2175925925925926,20.0
2116,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_statistics,acc_norm_stderr,0.028139689444859693,20.0
2117,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_statistics,acc_stderr,0.028139689444859693,20.0
2119,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_us_history,acc,0.24019607843137256,20.0
2120,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_us_history,acc_norm,0.24019607843137256,20.0
2121,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_us_history,acc_norm_stderr,0.02998373305591361,20.0
2122,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_us_history,acc_stderr,0.02998373305591361,20.0
2124,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_world_history,acc,0.24050632911392408,20.0
2125,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_world_history,acc_norm,0.24050632911392408,20.0
2126,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_world_history,acc_norm_stderr,0.02782078198114968,20.0
2127,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-high_school_world_history,acc_stderr,0.02782078198114968,20.0
2129,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_aging,acc,0.2600896860986547,20.0
2130,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_aging,acc_norm,0.2600896860986547,20.0
2131,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_aging,acc_norm_stderr,0.029442495585857487,20.0
2132,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_aging,acc_stderr,0.029442495585857487,20.0
2134,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_sexuality,acc,0.2595419847328244,20.0
2135,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_sexuality,acc_norm,0.2595419847328244,20.0
2136,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_sexuality,acc_norm_stderr,0.0384487613978527,20.0
2137,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-human_sexuality,acc_stderr,0.0384487613978527,20.0
2139,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-international_law,acc,0.35537190082644626,20.0
2140,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-international_law,acc_norm,0.35537190082644626,20.0
2141,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-international_law,acc_norm_stderr,0.04369236326573981,20.0
2142,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-international_law,acc_stderr,0.04369236326573981,20.0
2144,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-jurisprudence,acc,0.23148148148148148,20.0
2145,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-jurisprudence,acc_norm,0.23148148148148148,20.0
2146,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-jurisprudence,acc_norm_stderr,0.04077494709252626,20.0
2147,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-jurisprudence,acc_stderr,0.04077494709252626,20.0
2149,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-logical_fallacies,acc,0.2392638036809816,20.0
2150,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-logical_fallacies,acc_norm,0.2392638036809816,20.0
2151,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-logical_fallacies,acc_norm_stderr,0.033519538795212696,20.0
2152,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-logical_fallacies,acc_stderr,0.033519538795212696,20.0
2154,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-machine_learning,acc,0.25892857142857145,20.0
2155,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-machine_learning,acc_norm,0.25892857142857145,20.0
2156,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-machine_learning,acc_norm_stderr,0.04157751539865629,20.0
2157,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-machine_learning,acc_stderr,0.04157751539865629,20.0
2159,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-management,acc,0.2621359223300971,20.0
2160,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-management,acc_norm,0.2621359223300971,20.0
2161,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-management,acc_norm_stderr,0.04354631077260595,20.0
2162,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-management,acc_stderr,0.04354631077260595,20.0
2164,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-marketing,acc,0.2564102564102564,20.0
2165,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-marketing,acc_norm,0.2564102564102564,20.0
2166,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-marketing,acc_norm_stderr,0.028605953702004257,20.0
2167,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-marketing,acc_stderr,0.028605953702004257,20.0
2169,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-medical_genetics,acc,0.25,20.0
2170,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-medical_genetics,acc_norm,0.25,20.0
2171,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-medical_genetics,acc_norm_stderr,0.04351941398892446,20.0
2172,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-medical_genetics,acc_stderr,0.04351941398892446,20.0
2174,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-miscellaneous,acc,0.23371647509578544,20.0
2175,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-miscellaneous,acc_norm,0.23371647509578544,20.0
2176,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-miscellaneous,acc_norm_stderr,0.01513338327898883,20.0
2177,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-miscellaneous,acc_stderr,0.01513338327898883,20.0
2179,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_disputes,acc,0.24855491329479767,20.0
2180,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_disputes,acc_norm,0.24855491329479767,20.0
2181,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_disputes,acc_norm_stderr,0.023267528432100178,20.0
2182,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_disputes,acc_stderr,0.023267528432100178,20.0
2184,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_scenarios,acc,0.24692737430167597,20.0
2185,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_scenarios,acc_norm,0.24692737430167597,20.0
2186,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_scenarios,acc_norm_stderr,0.014422292204808843,20.0
2187,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-moral_scenarios,acc_stderr,0.014422292204808843,20.0
2189,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-nutrition,acc,0.2581699346405229,20.0
2190,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-nutrition,acc_norm,0.2581699346405229,20.0
2191,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-nutrition,acc_norm_stderr,0.025058503316958167,20.0
2192,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-nutrition,acc_stderr,0.025058503316958167,20.0
2194,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-philosophy,acc,0.2154340836012862,20.0
2195,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-philosophy,acc_norm,0.2154340836012862,20.0
2196,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-philosophy,acc_norm_stderr,0.023350225475471425,20.0
2197,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-philosophy,acc_stderr,0.023350225475471425,20.0
2199,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-prehistory,acc,0.2623456790123457,20.0
2200,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-prehistory,acc_norm,0.2623456790123457,20.0
2201,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-prehistory,acc_norm_stderr,0.02447722285613511,20.0
2202,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-prehistory,acc_stderr,0.02447722285613511,20.0
2204,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_accounting,acc,0.2375886524822695,20.0
2205,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_accounting,acc_norm,0.2375886524822695,20.0
2206,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_accounting,acc_norm_stderr,0.025389512552729903,20.0
2207,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_accounting,acc_stderr,0.025389512552729903,20.0
2209,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_law,acc,0.2627118644067797,20.0
2210,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_law,acc_norm,0.2627118644067797,20.0
2211,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_law,acc_norm_stderr,0.011240545514995669,20.0
2212,5.331553886203281e+18,205262848.0,4329046016.0,mmlu-professional_law,acc_stderr,0.011240545514995669,20.0
